,name,url,loca,entre,info
776,Picus Security,https://www.picussecurity.com/,Endeavor Turkey ,"          Volkan Erturk ,           Alper Memis ","Picus Security is a cybersecurity platform operating in the Breach & Attack Simulation (BAS) subsector of cyber tools.
"
777,Pier,http://pier.digital,Endeavor Brazil ,"          Igor Mascarenhas ,           Lucas Prado ,           Rafael Oliveira ","Pier is a Brazilian insurtech platform that provides smartphone and automobile coverage to its 100k+ customers. Founded in 2018, the company offers smartphone and automobile insurance products and is the first and only insurtech in the country to operate under the Oficial Brazilian Regulator permanent national insurance license.
"
778,PINCHO,http://pincho.com,Endeavor Miami ,          Otto Othman ,"Pincho Factory’s Latin-inspired burgers and “pincho” -the Spanish word for a kebab- offer a fast-casual dining experience as diversely American as the city that calls it home.
"
779,Pinhome,https://www.pinhome.id/,Endeavor Indonesia ,"          Dayu Dara Permata ,           Ahmed Aljunied ","Pinhome taps into the growing market of 150M Millenials and Gen Z that will become first-time home buyers in the next 20 years by offering a full-stack property transaction platform for first-time homebuyers in Southeast Asia, starting with Indonesia.
"
780,Pipefy,https://www.pipefy.com/pt-br/,Endeavor Brazil ,          Alessio Alionço  ,"Pipefy optimizes business processes one workflow at a time, empowering every “doer” to organize and control their work in a single place, streamline and automate any process, and integrate with legacy tools without a single line of code.
"
781,Pisamonas,https://www.pisamonas.es/,Endeavor Spain ,          Enrique Bretos  ,"Pisamonas is a Spanish kids’ footwear brand that combines great design and affordable prices.
"
782,Pismo,https://pismo.io/,Endeavor Brazil ,"          Ricardo Josua ,           Daniela Binatti ,           Juliana Binatti ,           Marcelo Parise ","Pismo provides the infrastructure that financial institutions (traditional banks and industry newcomers alike) need to operate faster and more competitively. The company is a cloud-based solution that provides a complete processing platform for payments and banking.
"
783,Pitzi,https://pitzi.com.br/,Endeavor Brazil ,          Daniel Hatkoff   ,"Pitzi offers customers a phone protection plan against accidents and/or theft that guarantees a phone back in less than 5 days, or a new one if Pitzi can’t repair the damages. 
"
784,Planet Farms,https://www.planetfarms.ag/en,Endeavor Italy ,"          Luca Travaglini ,           Daniele Benatoff ","Planet Farms built and operates the largest vertical farm in Europe, on the outskirts of Milan, producing and packaging basil and lettuce sold in 350+ supermarket chains and online retailers across Italy.
"
785,Platinum Heritage,https://www.platinum-heritage.com,Endeavor UAE ,          Adam McEwan ,"Platinum Heritage is a tourism company, showcasing the true roots of Emirati and Bedouin cultures.
"
786,Plaza Logistica,https://www.plazalogistica.com.ar/,Endeavor Argentina ,,"Plaza Logística enables large retail, e-commerce and other businesses to create synergies across their logistics operations, from warehouse loading and unloading to security systems, helping them reduce costs.
"
787,Plume,https://getplume.co/,Endeavor Colorado ,"          Jerrica Kirkley ,           Matthew Wetschler ","Plume offers quality, accessible, and convenient gender-affirming hormone therapy (GAHT) for the transgender community. Plume is rapidly scaling its services nationwide for GAHT and mental health, with a roadmap to offer a full spectrum of services for the transgender community, becoming the place for holistic care for every trans life. 
"
788,PNOE,http://www.mypnoe.com,Endeavor Greece ,"          Apostolos Atsalakis ,           Panos Papadiamantis ","PNOE is a breath analysis solution for improving users’ general health, lifestyle, and athletic performance, as well as for simplifying regular screening for cardiovascular disease. 
"
789,Pobre Juan,http://www.pobrejuan.com.br/,Endeavor Brazil ,"                    Cristiano Melles                    ,           Luiz Marsaioli ,           Rafael Valdivia ","Pobre Juan is a renowned Argentinian Steakhouse.
"
790,Poke,https://www.linkedin.com/in/camilo-obreg%C3%B3n-17520362/?originalSubdomain=co,Endeavor Colombia ,"          Camilo Obregon ,           Isabella Fernandez ","Poke is the first fast-casual concept in Colombia that offers poke bowls, a Hawaiian dish made from sliced, raw fish, vegetables, and sushi rice.
"
791,Pollfish,https://www.pollfish.com/,Endeavor Greece ,"          Andreas Vourkos  ,           John Papadakis  ","Pollfish is a market research platform offering real-time responses from mobile consumers by delivering surveys through mobile applications.
"
792,Pomelo,https://pomelo.la/,Endeavor Argentina ,"          Gaston Irigoyen ,           Juan Fantoni ,           Hernan Corral ","Pomelo is building a new generation, regional and API-based platform to allow fintech, crypto wallets, and embedded finance players to onboard users in a compliant way, power them with a virtual account and issue prepaid debit and credit cards within a few weeks.
"
793,Porter Group (Kiper),https://portergroup.com.br/,Endeavor Brazil ,          Fabio Beal ,"Porter Group is a remote concierge company that develops a complete solution for remote entrance and access control for condominiums, as well as automation and intelligent storage. 
"
794,Poshi,https://www.poshi.com/,Endeavor Miami ,"          Cetin Amato ,           Antonio Ellek ","Founded in 2009, POSHI (Power of Simple and Healthy Ingredients) is a leading innovating company providing all-natural vegetables to consumers through retail, food service, and e-commerce.
"
795,POSRocket,http://posrocket.com/,Endeavor Jordan ,          Zeid Husban ,"POSRocket provides business owners with an intuitive, user-friendly, cloud-based point-of-sale (POS) platform. 
"
796,Powerful Brands,https://powerful.co/,Endeavor Miami ,          Carlos Ramirez ,"Powerful Brands is a specialty firm dedicated to high-growth consumer health and wellness brands. It partners with entrepreneurs who are bringing unique, bold, and innovative products to market. 
"
797,Prática,https://www.linkedin.com/in/luiz-eduardo-rezende-a6a26637/,Endeavor Brazil ,"          Luiz Eduardo Rezende ,           André Rezende ","Prática manufactures food production equipment, boasting a range of energy-efficient products for restaurants and bakeries to produce quality food without waste. 
"
798,Prey,http://www.preyproject.com,Endeavor Chile ,                    Carlos Yaconi                    ,"Prey is an Anti-Theft software for both personal and business use that allows users to track lost and stolen mobile devices and manage them.

"
799,Print Works,http://www.printw.com,Endeavor Lebanon ,          Jad Khoury ,"Printworks designs, prints and mails individualized print and direct mail marketing solutions for a variety of corporations, non-profits, educational and religious organizations.
"
800,Printerous,http://www.printerous.com,Endeavor Indonesia ,,"Printerous offers individuals and businesses a centralized, online printing platform through which they can submit any and all printing requests for commercial, merchandise, packaging, and photo printing needs. 
"
801,PrivyID,https://privy.id/,Endeavor Indonesia ,          Marshall Pribadi ,"PrivyID provides digital identity and legally-binding electronic signature technology services in Indonesia.
"
802,ProactiveOffice,http://www.proactiveoffice.com,Endeavor Chile ,          Sergio López ,"ProactiveOffice offers clients initiative, project, contract, and indicator management to improve their processes
"
803,ProAsist,https://www.proasist.com.tr/,Endeavor Turkey ,          Öner Çelebi ,"ProAsist provides technical services such as equipment repair and maintenance for multi-chain stores and industrial facilities in Turkey. With its industry 4.0 smart screen application, clients can monitor their operations instantly, analyze the performance of devices, and manage projects, assets, budgets and processes.
"
804,Processa Chiapas,https://marinaazul.mx/procesamiento-especializado-de-alimentos/,Endeavor Mexico ,"                    Alejandro Chaljub                    ,                     Mauricio Pariente                    ","Through its trademark brand, Marina Azul, Procesa Chiapas sells traditional yellow-fin tuna in an innovative, 105-gram flexible pouch.
"
805,Prodalysa (SWT Stevia),http://www.prodalysa.cl,Endeavor Chile ,"                    Javier Sainz                    ,                     John Alarcon                    ","Prodalysa incorporates stevia into healthy yogurt and milk products.
"
806,Product School,https://www.productschool.com/,Endeavor Spain ,"          Carlos Gonzalez de Villaumbrosia ,           Fernando Gonzalez de Villaumbrosia ","Product School is the global leader in Product Management training with a community of over one million product professionals. All of the trainings are delivered live online by real-world Product Leaders working at top Silicon Valley companies including Google, Facebook, Netflix, Airbnb, PayPal, Uber, and Amazon. 
"
807,PropertyFinder,https://www.platinum-heritage.com,Endeavor UAE ,,"PropertyFinder is the UAE’s leading real estate and rental marketplace.
"
808,Proteus,http://www.proteus.com.br,Endeavor Brazil ,"          Marcelo Weyne Romcy ,           João Mendes de Carvalho ","Proteus is an information security consulting firm specialized in risk analysis and executive control. It provides network security services to major corporations across Brazil, leveraging a proprietary methodology called Global Security Services (GSS).
"
809,Proximie,https://www.proximie.com/,Endeavor Lebanon ,          Nadine Haram ,"Proximie is a SaaS platform for surgeons and medical students to virtually “scrub in” for live surgical guidance, continued learning, and enhanced surgical training.
"
810,PSG Global Solutions,http://psgglobalsolutions.com,Endeavor Philippines ,"          Brian Cotter ,           Vivek Padmanabhan ","PSG provides Recruitment Process Outsourcing (RPO) services to US-based staffing companies through its high-quality recruiters in the Philippines.
"
811,PubGalaxy,http://pubgalaxy.com,Endeavor Bulgaria ,          Pressian Karakostov ,"Novalogy’s first and staple product, AYO, is a pair of smart glasses used for light therapy to help people improve sleep, boost energy levels and beat jet lag.
"
812,Pulso Salud,https://pulsosalud.com/,Endeavor Peru ,"          Alvarez Diaz Castro ,           Martin Olano ","Pulso Salud is a chain of medical centers specialized in preventive and occupational health services.
"
813,Puntaje Nacional-OGR,http://ogr.cl,Endeavor Chile ,"          Sebastián Arancibia ,           Diego Martínez ,           Fabián Martínez ","Puntaje Nacional-OGR provides students with free access to standardized test preparation and teachers. Its platform tracks students’ growth and personalizes test materials.
"
814,Puntored,http://www.conexred.com/,Endeavor Colombia ,"          Mauricio Hoyos ,           Andres Alban ","Puntored provides financial services to low and middle income customers through a network of “mom and pop shops” throughout Colombia. 
"
815,Puppis,https://www.puppis.com.ar/,Endeavor Colombia ,"          Pipa Nogaró ,           Andrés Fernández ","Puppis is building the premier pet and pet-parent destination in Spanish-speaking LatAm. The company aims to become the leading pet specialist providing products (accessories and pet food), pet care (pharmacy and veterinary services), grooming, and adoption services to its pet-loving customers through a convenient and modern shopping experience.
"
816,Puyo Indonesia Kreasi,https://www.puyodesserts.com/,Endeavor Indonesia ,          Adrian Agus ,"Puyo offers puddings and drinks available in 10 unique flavors across 31 malls within the greater Jakarta area. 
"
817,Pylon,https://pylonump.com/,Endeavor Egypt ,"          Ahmed Ashour ,           Omar Radi ","Founded in 2017, Pylon leverages Machine Learning (ML) and Artificial Intelligence (AI) to build an end-to-end solution to streamline operations for electricity and water distribution companies in emerging markets. Being an impact-driven company, Pylon aims to be the 1st Gigacorn, by reaching its goal of offsetting 1 Gigaton of CO2 emissions.
"
818,Qlue,http://qlue.co.id/?lang=en,Endeavor Indonesia ,          Rama Raditya ,"Qlue is a smart city technology company helping government and private sectors in Indonesia make data-driven decisions by leveraging social media, workforce management, artificial intelligence (AI), computer vision, and internet of things (IoT). 
"
819,Qraved,http://www.qraved.com/,Endeavor Indonesia ,          Steven Kim ,"Qraved is Indonesia’s leading food discovery platform, providing users with restaurant information, reviews, recommended dishes with photos, promotions, and instant booking.
"
820,Quadminds,https://www.quadminds.com/,Endeavor Argentina ,"          Federico Storni ,            Guillermo Castelli ","QuadMinds is an internet of things (IoT) company that helps clients optimize their supply chain and improve the efficiency of their logistics processes at a competitive cost.
"
821,Quantum Talent,https://www.quantum-talent.com/,Endeavor Peru ,          Carlos Ganoza ,"Quantum Talent is a SaaS platform that uses AI to automate the recruiting and selection process to fill operational roles, reducing the cost to hire and the time to fill the vacancy, and substantially improving tenure and performance.
"
822,Quero,https://quero.education/,Endeavor Brazil ,"          Bernardo de Padua ,           Lucas Gomes ,           Renata Rebocho ","Quero is an online marketplace for higher education that helps students choose, enroll and pay for discounted college programs in Brazil.
"
823,Quinoa,https://quinoa.com.pe/,Endeavor Peru ,"          Alexia Cook ,           Ariana Ferraro ,           Thais Maggiolo ","Quinoa opened the first chain of healthy food restaurants in Lima, the gastronomic capital of Latin America.
"
824,R5,https://www.somosf1.com/,Endeavor Colombia ,"          Omar Ynzenga ,           Fernando Sucre ","R5 is building a digital bank in Colombia, starting with selling insurance and loans online, to improve customers’ financial health. 
"
825,Rabbit Hole,http://www.rabbitholedistilling.com,Endeavor Louisville ,          Kaveh Zamanian ,"Rabbit Hole Distilling is a Kentucky-based bourbon and whiskey distiller inspired by modern approaches to whiskey making. 
"
826,Rafinera,https://www.rafinera.com/,Endeavor Turkey ,          Didem Altınbaşak Tulgan ,"Rafinera is Turkey’s first packaged daily meal plan service, which caters to clients with special dietary needs and goals. 
"
827,Raw Coffee,http://rawcoffeecompany.com/,Endeavor UAE ,"          Kim Thompson ,           Matt Toogood ","Raw is the UAE’s first roastery to offer 100% organic and fair-trade coffee. As an end-to-end solution, Raw provides hands-on barista training, customer service, equipment and maintenance.
"
828,Raymetrics,http://www.raymetrics.com/,Endeavor Greece ,          Nikos Kontos ,"Raymetrics is a global manufacturer of remote-sensing instruments, called Lidars, that are used by meteorology agencies, factories, and aviation authorities to detect and monitor various chemicals and conditions in real-time.
"
829,RDA Renting,https://rdarenting.com/,Endeavor Argentina ,          Arturo Simone ,"

RDA offers a global renting & fleet management service specifically designed for corporate mobility.


"
830,Reclamador.es,https://www.reclamador.es/,Endeavor Spain ,          Pablo Rabanal  ,"Reclamador operates an online platform that effectively manages the end-to-end process of filing claims against large corporates on behalf of customers on a ‘no-win, no-fees’ basis.
"
831,Recorrido.cl,https://www.recorrido.cl/es,Endeavor Chile ,"          Simon Narli ,           Tilmann Heydgen ","Recorrido is an online bus ticket search and booking platform that leverages passengers’ ratings to ensure quality service.
"
832,Red e App,http://www.redeapp.com,Endeavor Louisville ,          Jonathan Erwin ,"Red e App builds solutions for remote, deskless workforces.
"
833,Red Points,https://www.redpoints.com/?nab=0,Endeavor Spain ,          Laura Urquizu ,"Red Points offers clients a platform to protect their brands online through solutions that fight counterfeits, piracy, impersonation, and distribution abuse. 
"
834,Referencia,https://referencia.co/,Endeavor Colombia ,          Kenneth Mendiwelson ,"Referencia is a by now pay later fintech that works hand in hand with retailers to give customers the opportunity to purchase with installment loans at the point of sale. Loans are 100% real-time and digitally approved.
"
835,Refinancia,https://www.refinancia.co,Endeavor Colombia ,          Kenneth Mendiwelson ,"Refinancia developed a unique approach to Colombia’s Non-Performing Loan (NPL) market, giving those who are swimming in debt a fresh chance at success. 
"
836,RemotePass,https://www.remotepass.com,Endeavor Morocco ,          Kamal Reggad ,"RemotePass is a global payroll & compliance platform for remote teams. Using its contract management system, companies can instantly create localized & compliant contracts in 100+ countries, onboard remote team members and process mass cross-border payroll.
"
837,Rented.com,http://www.rented.com,Endeavor Atlanta ,          Andrew McConnell ,"Rented provides technology, tools and services to help vacation rental professionals optimize their portfolio of properties.

"
838,Reservamos,http://www.reservamos.mx,Endeavor Mexico ,"          Adrian Cuadros Zegarra ,           Sebastian Gomez ,           Andres Sucre ","Reservamos is a multi-model online booking engine that caters to bus passengers and operators in the Americas.
"
839,Restorando.com,https://www.restorando.com/,Endeavor Argentina ,"          Frank Martin ,           Franco Silvetti ","Restorando.com is an online restaurant reservations company that operates in Brazil and Argentina. It was acquired by TripAdvisor-owned restaurant reservation platform TheFork in 2019.
"
840,Retail Compass,http://www.pricingcompass.com/,Endeavor Chile ,"                    Carlos Barceló Ojeda                    ,           Patricio Mansilla  ","PricingCompass helps retailers and brands make faster and smarter pricing decisions by providing them with transparent reports on competitors’ pricing, product mix, and product availability. 
"
841,Retail Engage,https://www.2engage.co.za/,Endeavor South Africa ,          Andrew Weinberg ,"Retail Engage is an award-winning customer engagement and incentives solutions business helping clients to drive customer acquisition and retention. 
"
842,Right Bite,http://www.right-bite.com/,Endeavor UAE ,          Nathalie Haddad ,"Right Bite delivers freshly prepared, personalized, healthy meals to its customers, helping them achieve and maintain their long-term wellness goals and create sustainable healthy lifestyles.

"
843,Ripio,https://www.ripio.com/ar/,Endeavor Argentina ,          Sebastian Serrano ,"Ripio is democratizing access to crypto products in Latin America with a suite of blockchain based products that includes a wallet, an exchange, payments, lending, cash-in/out system, API services, and an OTC Trading desk. 
"
844,Rivera Group,http://www.riverainc.com,Endeavor Louisville ,          Joey Rivera ,"Rivera Group delivers innovative IT services and market disruptive software. Its work spans DoD and civilian agencies, where the company specializes in value-added, cost-effective enterprise cyber defense solutions.
"
845,RMES Analytics,https://rmesanalytics.com/,Endeavor Chile ,          Alessio Arata ,"RMES Analytics provides asset performance management (APM) software for asset-heavy industries, such as mining and energy.
"
846,RMES Analytics,https://rmesanalytics.com/,Endeavor Chile ,          Alessio Arata ,"RMES Analytics provides asset performance management (APM) software for asset-heavy industries, such as mining and energy.
"
847,RoadSync,https://roadsync.com/,Endeavor Atlanta ,          Robin Gregg ,"RoadSync is the digital financial platform for the logistics industry. By removing paper and phone calls from business transactions, RoadSync offers a fast, convenient and secure way to move and manage money and conduct business.
"
848,Roboze,http://www.roboze.com,Endeavor Italy ,          Alessio Lorusso ,"Roboze manufactures 3D printers that process super-polymers and composite materials to create finished functional parts that can be used in the most extreme conditions and sectors, while optimizing costs and time along the entire supply chain.
"
849,RobTec (3D Systems),https://www.3dsystems.com/,Endeavor Uruguay ,"          Pablo Elenter ,           Sergio Oberlander  ,           Ariel Lijtenstein ","Robtec provides customized 3D printing solutions and services for the automobile and aeronautical industries, among others. Robtec was acquired in 2014 by 3D Systems.
"
850,Rock Content,http://www.rockcontent.com/,Endeavor Brazil ,"          Vitor Marques Araújo Peçanha ,           Edmar Ferreira ,           Diego Gomes  ","Rock Content creates products and services that empower brands to launch high-quality content strategies that build awareness and drive revenue.

"
851,Rocket.Chat,https://rocket.chat/,Endeavor Brazil ,          Gabriel Engel ,"Rocket.Chat is the complete communication solution, simplifying complex integrations with the unique open source flexibility that empowers organizations to extend their platforms beyond proprietary solutions, improve cost efficiency, and increase ownership of their data.
"
852,Rotamundos,https://www.rotamundos.com/,Endeavor Mexico ,          Javier Cardenas ,"Rotamundos is the first online hotel and local experiences chain providing culture, nature and global adventure.
"
853,Royal Gourmet,http://www.rgourmet.com/,Endeavor Lebanon ,                    Karim Arakji                    ,"Royal Gourmet provides hotels, restaurants, and supermarkets with over 100 varieties of premium quality fish, meat and poultry. 
"
854,RPMinerals,https://www.rpminerals.com/newrpm/,Endeavor Egypt ,          Yasser Rasheed ,"RPMinerals mines, processes, and supplies added-value specialty mineral and chemical products for various industrial applications like oil & gas well drilling fluids, metal casting, paper manufacturing, and environmental and civil engineering.
"
855,RSA Global,https://www.rsa.global/,Endeavor UAE ,          Abhishek Shah ,"RSA Global is a digital freight forwarding and supply chain solutions company focusing on emerging markets in the Middle East, Africa and India.
"
856,Runa,https://runahr.com/mx/home/,Endeavor Mexico ,          Courtney McColgan ,"Runa offers a complete cloud-based HR and payroll software solution designed and built for small to medium-sized companies in Latin America.
"
857,RxLightning,https://www.rxlightning.com/,Endeavor Louisville ,          Julia Regan ,"Founded in early 2020 to transform the inefficient specialty medication enrollment and delivery process in the US, RxLightning is a technology platform that connects doctors, patients, pharmacies, and drug manufacturers to reduce the time it takes for a patient to start critical medication from multiple weeks to less than two days or even hours.
"
858,RZ,http://www.alhadaf-int.com,Endeavor Jordan ,          Rami J. Saheb ,"RZ is a one-stop-shop for food packaging products, with over 2000 products including disposable cups, cutlery, cling films, baking products, and hygiene products. 
"
859,Saferoad,http://www.saferoad.com.sa/,Endeavor Saudi Arabia ,,"Saferoad provides telematics solutions in the Middle East, going beyond managing fleets and their maintenance costs to optimizing drivers’ utilization, ensuring drivers safety, and helping companies to reduce the OPEX and insurance expenses. 
"
860,Sailogy,http://www.sailogy.com,Endeavor Italy ,          Manlio Accardo ,"Sailogy aims to revolutionize the boat charter industry, making seafaring vacations commonplace. 
"
861,Salasa,https://salasa.co/,Endeavor Saudi Arabia ,          Abdulmajeed AlYemni ,"Salasa provides reliable, cost-effective, and scalable e-commerce fulfillment in the Middle East, managing the complete logistics value chain from handling to shipping.

"
862,SalaUno,http://www.salauno.com.mx/,Endeavor Mexico ,"          Javier Okhuysen ,           Carlos Orellana ","SalaUno is a Mexican healthcare company focused on scaling a cost-effective, private eye-care system to prevent avoidable blindness.
"
863,Saryx,https://www.saryx.com/,Endeavor South Africa ,          Ingrid Osborne ,"Saryx is a health and safety regulatory compliance platform.
"
864,SASCO Group,http://www.sascogroup.com,Endeavor Egypt ,"          Alaa Sryo ,           Tarek Sryo  ","SASCO Group manufactures & exports high quality stationery. The group also includes Smart Office Solutions (SOS), a one stop B2B e-commerce platform, providing procurement departments with better services and prices to purchase without petty cash and theft.
"
865,Satispay,https://www.satispay.com/en/,Endeavor Italy ,"          Alberto Dalmasso ,           Dario Brignone ","Satispay is the leading mobile payment platform in Italy. Users can send payments to other Satispay users, pay for in-store and online purchases, or make in-app purchases.
"
866,Savant Pharm,https://www.savant.com.ar/,Endeavor Argentina ,          Mauro Bono ,"Savant Pharm is a pharmaceutical company that develops, manufactures and markets medicinal products for human use.
"
867,Scalefocus,http://www.scalefocus.com,Endeavor Bulgaria ,"          Plamen Tsekov  ,           Viktor Bilyanski  ","Scalefocus is a software development and digital services company with a mission to help customers grow their business by leveraging the latest technology and top talent.
"
868,Scanntech,https://www.scanntech.com.uy,Endeavor Uruguay ,"          Raul Polakof  ,           Benny Szylkowski ","Scanntech offers independent grocery stores a point-of-sale system and complete SaaS ERP store management software. 
"
869,Scommerce,https://www.ghn.vn,Endeavor Vietnam ,          Hoai Luong Duy ,"Scommerce is Vietnam’s leading e-commerce logistics ecosystem, bringing six distinct services from on-demand delivery to warehousing onto one platform.
"
870,Scriptr,https://www.scriptr.io/,Endeavor Lebanon ,          Rabih Nassar ,"Scriptr is a cloud service that simplifies the connection of IoT devices to the internet. It allows developers to create custom APIs with the simplicity of JavaScript and the scalability of the cloud, while removing server and application stack management tasks.
"
871,Securitize,https://securitize.io/,Endeavor Miami ,"          Carlos Domingo ,           Jamie H. Finn ","Securitize delivers and provides the infrastructure for trusted, end-to-end, global digital securities solutions for private market participants.
"
872,SEG Ingeniería,https://www.segingenieria.com,Endeavor Uruguay ,"          Diego Garfinkel ,           Fernando Schaich ,           Ernesto Elenter ","SEG Ingeniería is the leading energy efficiency and energy cost reduction consultancy firm in Uruguay.
"
873,Seha Healthcare,http://www.seha.healthcare,Endeavor Egypt ,          Mohamed Azab ,"Seha Healthcare is a hospital group that invests and partners with prominent doctors and owners of medium-sized private hospitals.
"
874,Seinco,https://www.seinco.com.uy,Endeavor Uruguay ,          Francisco Gross ,"Seinco is an engineering company providing the entire chain of services linked to the environmental water cycle for large infrastructure projects.
"
875,Selfit,https://www.selfitacademias.com.br/,Endeavor Brazil ,          Leonardo Pereira  ,"Selfit is a value-for-money gym chain operating in Brazil, offering high quality equipment, group fitness classes, and top notch customer service at affordable rates.
"
876,SellersFunding,https://sellersfunding.com,Endeavor Miami ,"          Fabio Knijnik ,           Ricardo Pero ","SellersFunding is an alternative working capital solution for e-commerce marketplace sellers. Its digital platform helps merchants unlock their full growth potential through a suite of financial solutions that streamline merchants’ ability to sell almost anywhere in the world. 
"
877,Sempre Sementes,http://www.sempre.agr.br,Endeavor Brazil ,          Fernando Prezzotto ,"Sempre Sementes researches genetics and biotechnology to produce seeds with higher crop yields.
"
878,Sendmarc,https://www.sendmarc.co.za/,Endeavor South Africa ,"          Sam Hutchinson ,           Sacha Matulovich ,           Keith Thompson ","Sendmarc automates the process of protecting clients from email phishing and spoofing attacks using DMARC Compliance, Intelligence, and Authenticated Email.
"
879,Sentinel,https://portal.sentinelperu.com/pages/index.shtml#1Page,Endeavor Peru ,          José Armando Hopkins ,"Sentinel is a Peruvian credit bureau that takes a proactive approach to traditional credit monitoring. It was acquired by Experian in 2019. 
"
880,Servi-All,https://serviall.cl/,Endeavor Chile ,"          Ignacio Bascuñán ,           Alex Castro ,           Gonzalo Araya ","Servi-All provides alternative essential inventory management services to Chile’s industrial and mining operations, enabling effective operational continuity and efficiency. 
"
881,Servinformación,https://www.servinformacion.com,Endeavor Colombia ,"          Carlos Parada ,           Ximena Patiño ,           Monica Patiño ","Servinformación develops geographic information systems (GIS), data analytics, and cloud services, transforming clients’ data and generating value with high impact solutions to make better business decisions.
"
882,SFA Cebar,https://www.cebar.net,Endeavor Colombia ,          Fabio Velasquez ,"SFA CEBAR offers services to farmers and ranches that enable them to access financial products to structure productive projects.
"
883,Shawarmer,https://www.shawarmer.com,Endeavor Saudi Arabia ,          Abdulmohsin Al-Rabiah ,"Shawarmer is a chain of fast-casual restaurants offering shawarma and other classic Arab foods, freshly prepared with high-quality ingredients and served with Arab hospitality.
"
884,ShopFully,https://www.shawarmer.com,,,"ShopFully is a mobile-first marketplace helping people find the best deals from nearby stores and all the information they need for a frictionless shopping experience. It is also a place for retailers and brands to engage with the shoppers when they are most open to exploring new shopping opportunities.
"
885,Si-Ware Systems,http://www.si-ware.com,Endeavor Egypt ,          Hisham Haddara ,"Si-Ware Systems manufactures portable material sending solutions that combine sensors with a cloud-based marketplace & App Store for the agriculture, food, life sciences industries.
"
886,Siigo,https://www.siigo.com/,Endeavor Colombia ,"          David Ortiz ,           Ricardo Alejandro Ortiz Deulofeut ","Siigo provides accounting and management software solutions to small businesses. 
"
887,Silent Eight,https://silenteight.com/,Endeavor Poland,          Martin Markiewicz ,"Silent Eight (S8) is a technology company leveraging Artificial Intelligence to create compliance platforms for the world’s leading financial institutions in order to combat money laundering and terrorist financing. The company’s mission is to empower clients in their fight to eliminate financial crime.
"
888,Sirtec,http://sirtec.com.br/,Endeavor Brazil ,          Darci Roberto Schneid ,"Sirtec builds, operates, and maintains electricity networks for the states of Rio Grande do Sul, Bahia, and Ceará in Brazil.
"
889,SiSNova,https://www.sisnova.com.mx/,Endeavor Mexico ,          Paulino Decanini ,"SiSNova is an insurance company focused on disease prevention and offers comprehensive, accessible, and affordable medical coverage.
"
890,Sistema Bio,http://sistema.bio/,Endeavor Mexico ,"          Alexander Eaton ,           Camilo Pages ","Sistema Biobolsa (Sistema.bio) enables farmers to use waste products to produce fertilizer and bio gas with a carbon negative, on-site biodigester.
"
891,Skapto,http://www.skapto.bg,Endeavor Bulgaria ,"          Georgi Georgiev ,           Angel Ivanov ","Skapto is Bulgaria’s largest gourmet burger chain serving handcrafted, high-quality burgers in a fast-casual dining environment. 
"
892,SkuVault,http://skuvault.com/,Endeavor Louisville ,"          Andy Estes ,            Slav Ivanyuk ","SkuVault is a cloud-based inventory and warehouse management system that helps ecommerce retailers unlock the potential of their inventory.
"
893,SkyAlert,http://www.skyalert.mx,Endeavor Mexico ,          Álvaro Velasco ,"SkyAlert has developed the first fully-integrated, satellite-based earthquake alert system in the world that detects, measures, and reports seismic activity directly to end users through multiple platforms.
"
894,Skynamo,https://skynamo.com/,Endeavor South Africa ,          Sam Clarke ,"Skynamo helps manufacturers, wholesalers and distributors gain clarity and control of their field sales process through advanced reporting and automated tracking.
"
895,SkyPatrol,http://www.skypatrol.com,Endeavor Miami ,          Robert Rubin  ,"SkyPatrol creates GPS and cellular-enabled solutions for tracking and optimizing vehicle activities. Its integrated hardware and location-based software solutions are tailored to vehicular financiers, fleet managers, car dealerships, auto rental companies seeking to reduce risk, lower cost, and increase the accountability of their mobile assets. 
"
896,SkySpecs,https://skyspecs.com/,Endeavor Detroit ,"          Tom Brady ,           Danny Ellis ","SkySpecs automates the time-consuming and dangerous inspection, diagnostics, and maintenance of utility-scale wind turbines through the use of an automated drone inspection service and analytics platform that allows for repeatability, high-quality data, and safer inspections.
"
897,Smart Medical Services,http://www.smart-medicalservices.com,Endeavor Egypt ,          Amr El-Tayeb ,"Smart Medical Services offers corporate clients customized and discounted health care plans.
"
898,Smartick,http://www.smartickmethod.com,Endeavor Spain ,"          Javier Arroyo ,           Daniel González de Vega ","Smartick is an online learning program that helps children reach their potential by using mathematics to increase mental agility, calculation skills, concentration, and studying methods.
"
899,SmartMessage,https://www.smartmessage.com/,Endeavor Turkey ,          Oğuz Küçükbarak ,"SmartMessage is an omni-channel digital marketing software company that helps enterprise clients to schedule, launch, and analyze omnichannel marketing campaigns from a single centralized platform.
"
900,Snapcart,https://snapcart.asia/,Endeavor Indonesia ,,"Snapcart applies AI to build an offline database of users in emerging markets, enabling brands like P&G, Unilever and Danone to engage shoppers in real-time.
"
901,Softec International,http://softectechnologies.com,Endeavor Egypt ,          Nour Shawky ,"Softec International provides end-to-end visibility and command & control solutions for commercial fleets.
"
902,SoftGroup,http://www.softgroup.eu/,Endeavor Bulgaria ,          Venelin Dimitrov ,"SoftGroup provides an end-to-end mass serialization solution for pharmaceutical manufacturers and distributors of all sizes.
"
